Changed?,Name,Description,Name_uk,Description_uk,
,Snowblower_upgraded,[ice]<d6> dmg[;] +[ice]4 freeze|[gray](once per battle),Snowblower_upgraded,[ice]<d6> dmg[;] +[ice]4 freeze|[gray](once per battle),
,Icecube,Inflict [ice]1 freeze|[gray](Reuseable),Icecube,Inflict [ice]1 freeze|[gray](Reuseable),
,Ice Potion,[ice]8 damage[;] freeze all dice|[gray](once per battle),Ice Potion,[ice]8 damage[;] freeze all dice|[gray](once per battle),
,Ice Potion_downgraded,Do [ice]4 damage|[gray](once per battle),Ice Potion_downgraded,Do [ice]4 damage|[gray](once per battle),
,Air Conditioner,[ice]<timesused> dmg[;] inflict [ice]1 freeze|Add +[ice]1 each use,Air Conditioner,[ice]<timesused> dmg[;] inflict [ice]1 freeze|Add +[ice]1 each use,
,Air Conditioner_upgraded,[ice]<timesused> dmg[;] inflict [ice]2 freeze|Add +[ice]1 each use,Air Conditioner_upgraded,[ice]<timesused> dmg[;] inflict [ice]2 freeze|Add +[ice]1 each use,
,Snow Blast,Do [ice]6 damage for|each [ice]1 freeze on enemy,Snow Blast,Do [ice]6 damage for|each [ice]1 freeze on enemy,
,Snow Blast_upgraded,Do [ice]7 damage for|each [ice]1 freeze on enemy,Snow Blast_upgraded,Do [ice]7 damage for|each [ice]1 freeze on enemy,
,Snow Blast_downgraded,Do [ice]4 damage for|each [ice]1 freeze on enemy,Snow Blast_downgraded,Do [ice]4 damage for|each [ice]1 freeze on enemy,
,Cold Wind,Inflict [ice]1 freeze[;]|return both dice,Cold Wind,Inflict [ice]1 freeze[;]|return both dice,
,Cold Wind_upgraded,Inflict [ice]1 freeze[;]|return the dice,Cold Wind_upgraded,Inflict [ice]1 freeze[;]|return the dice,
,Cold Wind_downgraded,Inflict [ice]1 freeze,Cold Wind_downgraded,Inflict [ice]1 freeze,
,Frozen Sword,Do [ice]<d6> dmg[;] +[ice]2 freeze|([ice]Freeze[] yourself at the|start of each turn),Frozen Sword,Do [ice]<d6> dmg[;] +[ice]2 freeze|([ice]Freeze[] yourself at the|start of each turn),
,Frozen Sword_upgraded,Do [ice]<d6> dmg[;] +[ice]2 freeze|([ice]Freeze[] yourself at the|start of each turn),Frozen Sword_upgraded,Do [ice]<d6> dmg[;] +[ice]2 freeze|([ice]Freeze[] yourself at the|start of each turn),
,Uncle,In 6 turns[;]|do [ice]20 damage,Uncle,In 6 turns[;]|do [ice]20 damage,
,Uncle_upgraded,In 5 turns[;]|do [ice]20 damage,Uncle_upgraded,In 5 turns[;]|do [ice]20 damage,
,Uncle_downgraded,In 7 turns[;]|do [ice]20 damage,Uncle_downgraded,In 7 turns[;]|do [ice]20 damage,
,Icicle,Do [ice]2 damage[;]|inflict [ice]1 freeze,Icicle,Do [ice]2 damage[;]|inflict [ice]1 freeze,
,Icicle_upgraded,Do [ice]3 damage[;]|inflict [ice]1 freeze,Icicle_upgraded,Do [ice]3 damage[;]|inflict [ice]1 freeze,
,Icicle_downgraded,Do [ice]1 damage[;]|inflict [ice]1 freeze,Icicle_downgraded,Do [ice]1 damage[;]|inflict [ice]1 freeze,
,Liquid Nitrogen,Do [ice]<d6> damage[;]|on 4[;] inflict [ice]1 freeze,Liquid Nitrogen,Do [ice]<d6> damage[;]|on 4[;] inflict [ice]1 freeze,
,Liquid Nitrogen_upgraded,Do [ice]<d6> damage[;]|on even[;] inflict [ice]1 freeze,Liquid Nitrogen_upgraded,Do [ice]<d6> damage[;]|on even[;] inflict [ice]1 freeze,
,Hailstone,Do [ice]2 damage[;]|inflict [ice]1 freeze,Hailstone,Do [ice]2 damage[;]|inflict [ice]1 freeze,
,Hailstone_upgraded,Do [ice]3 damage[;]|inflict [ice]1 freeze,Hailstone_upgraded,Do [ice]3 damage[;]|inflict [ice]1 freeze,
,Hailstone_downgraded,Do [ice]2 damage,Hailstone_downgraded,Do [ice]2 damage,
,Wicker Gemstaff,Deal [ice]9 damage|Inflict [ice]2 freeze,Wicker Gemstaff,Deal [ice]9 damage|Inflict [ice]2 freeze,
,Wicker Gemstaff_weakened,Deal [ice]5 damage|Inflict [ice]1 freeze,Wicker Gemstaff_weakened,Deal [ice]5 damage|Inflict [ice]1 freeze,
,Wicker Gemstaff_downgraded,Deal [ice]5 damage|Inflict [ice]1 freeze,Wicker Gemstaff_downgraded,Deal [ice]5 damage|Inflict [ice]1 freeze,
,Iced Latte,Self inflict [ice]1 freeze|(Always offered as scrap),Iced Latte,Self inflict [ice]1 freeze|(Always offered as scrap),
,Iced Latte_upgraded,Roll an extra 1|(Always offered as scrap),Iced Latte_upgraded,Roll an extra 1|(Always offered as scrap),
,Iced Latte_downgraded,Self inflict [ice]2 freeze|(Always offered as scrap),Iced Latte_downgraded,Self inflict [ice]2 freeze|(Always offered as scrap),
,Fire Age,Burn all dice,Fire Age,Burn all dice,
,Fire Age_upgraded,Burn all dice,Fire Age_upgraded,Burn all dice,
,Fire Age_downgraded,Burn all dice,Fire Age_downgraded,Burn all dice,
,Flame Shatter,Do [fire]<d6> damage[;]|+[fire]3 if enemy is burnt,Flame Shatter,Do [fire]<d6> damage[;]|+[fire]3 if enemy is burnt,
,Flame Shatter_upgraded,Do [fire]<d6> damage[;]|double if enemy is burnt,Flame Shatter_upgraded,Do [fire]<d6> damage[;]|double if enemy is burnt,
,Flame Shatter_downgraded,Do [fire]<d6> damage[;]|+[fire]3 if enemy is burnt,Flame Shatter_downgraded,Do [fire]<d6> damage[;]|+[fire]3 if enemy is burnt,
,Pitchfork,Do [sword]<d6> damage[;]|[fire]Burn and [shock]Shock,Pitchfork,Do [sword]<d6> damage[;]|[fire]Burn and [shock]Shock,
,Pitchfork_upgraded,Do [sword]<d6> damage[;]|[fire]Burn and [shock]Shock,Pitchfork_upgraded,Do [sword]<d6> damage[;]|[fire]Burn and [shock]Shock,
,Pitchfork_downgraded,Do [sword]<d6> damage,Pitchfork_downgraded,Do [sword]<d6> damage,
,Furnace,[fire]4 damage + [fire]1 burn|[gray](Reuseable),Furnace,[fire]4 damage + [fire]1 burn|[gray](Reuseable),
,Furnace_upgraded,[fire]6 damage + [fire]1 burn|[gray](Reuseable),Furnace_upgraded,[fire]6 damage + [fire]1 burn|[gray](Reuseable),
,Furnace_downgraded,[fire]2 damage + [fire]1 burn|[gray](Reuseable),Furnace_downgraded,[fire]2 damage + [fire]1 burn|[gray](Reuseable),
,Fool's Frost,Inflict [vanish]Vanish,Fool's Frost,Inflict [vanish]Vanish,
,Fool's Frost_downgraded,Inflict [ice]1 freeze,Fool's Frost_downgraded,Inflict [ice]1 freeze,
,Fool's Frost_weakened,Inflict [ice]1 freeze,Fool's Frost_weakened,Inflict [ice]1 freeze,
,Charge!,(special),Charge!,(special),
,Blender,(special),Blender,(special),
,(special),Reduce the countdowns|on all equipment by <slotdoubles>,(special),Reduce the countdowns|on all equipment by <slotdoubles>,
,(special),Reduce the countdowns|on all equipment to zero,(special),Reduce the countdowns|on all equipment to zero,
,(special),Reduce the countdowns|on all equipment by 6,(special),Reduce the countdowns|on all equipment by 6,
,(special),Do [sword]<quadruple> damage,(special),Do [sword]<quadruple> damage,
,(special),Do [sword]<var_tempdicedetonator:throwndicecount> damage|([sword]1 per dice thrown),(special),Do [sword]<var_tempdicedetonator:throwndicecount> damage|([sword]1 per dice thrown),
,(special),Do [weaken]12 damage,(special),Do [weaken]12 damage,
,(special),Self inflict [fire]1 burn|(Always offered as scrap),(special),Self inflict [fire]1 burn|(Always offered as scrap),
,(special),Reduce health by half,(special),Reduce health by half,
,(special),Do [sword]<d6> damage[;]|on 4[;] you can re-use this,(special),Do [sword]<d6> damage[;]|on 4[;] you can re-use this,
,(special),Do [sword]<d6> damage[;]|on 4[;] keep the dice,(special),Do [sword]<d6> damage[;]|on 4[;] keep the dice,
,(generic),Do [sword]<d6> damage,(generic),Do [sword]<d6> damage,
,(generic),Do [sword]1 damage,(generic),Do [sword]1 damage,
,(generic),Do [sword]2 damage,(generic),Do [sword]2 damage,
,(generic),Do [sword]3 damage,(generic),Do [sword]3 damage,
,(generic),Do [sword]4 damage,(generic),Do [sword]4 damage,
,(generic),Do [sword]5 damage,(generic),Do [sword]5 damage,
,(generic),Do [sword]6 damage,(generic),Do [sword]6 damage,
,(generic),Do [sword]7 damage,(generic),Do [sword]7 damage,
,(generic),Do [sword]8 damage,(generic),Do [sword]8 damage,
,(generic),Do [sword]9 damage,(generic),Do [sword]9 damage,
,(generic),Do [sword]10 damage,(generic),Do [sword]10 damage,
,(generic),Do [sword]11 damage,(generic),Do [sword]11 damage,
,(generic),Do [sword]12 damage,(generic),Do [sword]12 damage,
,(generic),Do [sword]998 damage,(generic),Do [sword]998 damage,
,(generic),Do [sword]999 damage,(generic),Do [sword]999 damage,
,(generic),Inflict curse,(generic),Inflict curse,
,(generic),Lock [lock]2 dice,(generic),Lock [lock]2 dice,
,(generic),Blind [blind]3 dice,(generic),Blind [blind]3 dice,
,(generic),Freeze [ice]2 dice,(generic),Freeze [ice]2 dice,
,(generic),Freeze [ice]4 dice,(generic),Freeze [ice]4 dice,
,(generic),Burn [fire]5 dice,(generic),Burn [fire]5 dice,
,(generic),Burn [fire]2 dice,(generic),Burn [fire]2 dice,
,(generic),Burn [fire]4 dice,(generic),Burn [fire]4 dice,
,Cactus Spear_upgraded,Do [sword]<d6> damage[;]|+[sword]2 for each [thorns] thorn,Cactus Spear_upgraded,Do [sword]<d6> damage[;]|+[sword]2 for each [thorns] thorn,
,Sinkhole,(special),Sinkhole,(special),
,Flame War,Do [fire]5 damage|Burn [fire]1 dice,Flame War,Do [fire]5 damage|Burn [fire]1 dice,
,Flame War_upgraded,Do [fire]10 damage|Burn [fire]2 dice,Flame War_upgraded,Do [fire]10 damage|Burn [fire]2 dice,
,Flame War_downgraded,Do [fire]5 damage,Flame War_downgraded,Do [fire]5 damage,
,System Shock,Do [shock]5 damage|Inflict [shock]1 shock,System Shock,Do [shock]5 damage|Inflict [shock]1 shock,
,System Shock_upgraded,Do [shock]10 damage|Inflict [shock]2 shock,System Shock_upgraded,Do [shock]10 damage|Inflict [shock]2 shock,
,System Shock_downgraded,Do [shock]5 damage,System Shock_downgraded,Do [shock]5 damage,
,(generic),Borrow equipment|until next turn,(generic),Borrow equipment|until next turn,
,Plaster_upgraded,Heal [heal]2 health|[gray](Reuseable),Plaster_upgraded,Heal [heal]2 health|[gray](Reuseable),
,Stew Pot_upgraded,Do [sword]1 damage[;] reroll dice|(If [mana]>=4: return 5 or 6),Stew Pot_upgraded,Do [sword]1 damage[;] reroll dice|(If [mana]>=4: return 5 or 6),
,Stew Pot_downgraded,Do [sword]1 damage[;] reroll dice|(If [mana]>=8: return 5 or 6),Stew Pot_downgraded,Do [sword]1 damage[;] reroll dice|(If [mana]>=8: return 5 or 6),
,Target Shield_downgraded,Add [shield]<d6> to shield,Target Shield_downgraded,Add [shield]<d6> to shield,
,Judgement@plants,Do [sword]<d6>[;] plants|take only [sword]1 damage,Judgement@plants,Do [sword]<d6>[;] plants|take only [sword]1 damage,
,Judgement@hats,Do [sword]<d6>[;] hat wearers|take only [sword]1 damage,Judgement@hats,Do [sword]<d6>[;] hat wearers|take only [sword]1 damage,
,Judgement@green,Do [sword]<d6>[;] green things|take only [sword]1 damage,Judgement@green,Do [sword]<d6>[;] green things|take only [sword]1 damage,
,Judgement@swords,Do [sword]<d6>[;] sword|holders take only [sword]1,Judgement@swords,Do [sword]<d6>[;] sword|holders take only [sword]1,
,Judgement@shields,Do [sword]<d6>[;] shield|holders take only [sword]1,Judgement@shields,Do [sword]<d6>[;] shield|holders take only [sword]1,
,Judgement@spears,Do [sword]<d6>[;] spear|holders take only [sword]1,Judgement@spears,Do [sword]<d6>[;] spear|holders take only [sword]1,
,Judgement@animals,Do [sword]<d6>[;] animals|take only [sword]1 damage,Judgement@animals,Do [sword]<d6>[;] animals|take only [sword]1 damage,
,Judgement@floating,Do [sword]<d6>[;] things that|can float take only [sword]1,Judgement@floating,Do [sword]<d6>[;] things that|can float take only [sword]1,
,Judgement@eyewear,Do [sword]<d6>[;] things with|eyewear take only [sword]1,Judgement@eyewear,Do [sword]<d6>[;] things with|eyewear take only [sword]1,
,Judgement@bosses,Do [sword]<d6>[;] bosses|take only [sword]1 damage,Judgement@bosses,Do [sword]<d6>[;] bosses|take only [sword]1 damage,
,Judgement@level1,Do [sword]<d6>[;]  level 1|monsters take only [sword]1,Judgement@level1,Do [sword]<d6>[;]  level 1|monsters take only [sword]1,
,Judgement@onfire,Do [sword]<d6>[;] firey things|take only [sword]1 damage,Judgement@onfire,Do [sword]<d6>[;] firey things|take only [sword]1 damage,
,Judgement@poison,Do [sword]<d6>[;] poison|things take only [sword]1,Judgement@poison,Do [sword]<d6>[;] poison|things take only [sword]1,
,Judgement@machines,Do [sword]<d6>[;] machines|take only [sword]1 damage,Judgement@machines,Do [sword]<d6>[;] machines|take only [sword]1 damage,
,Judgement@magic,Do [sword]<d6>[;] magic users|take only [sword]1 damage,Judgement@magic,Do [sword]<d6>[;] magic users|take only [sword]1 damage,
,Judgement@wings,Do [sword]<d6>[;] winged|creatures take only [sword]1,Judgement@wings,Do [sword]<d6>[;] winged|creatures take only [sword]1,
,Judgement@dicepeople,Do [sword]<d6>[;] dice|people take only [sword]1,Judgement@dicepeople,Do [sword]<d6>[;] dice|people take only [sword]1,
,Judgement@limbs,Do [sword]<d6>[;] creatures|with more than four limbs|take only [sword]1 damage,Judgement@limbs,Do [sword]<d6>[;] creatures|with more than four limbs|take only [sword]1 damage,
,Judgement@lowhp,Do [sword]<d6>[;] if target has|[heart]6 or less[;] take only [sword]1,Judgement@lowhp,Do [sword]<d6>[;] if target has|[heart]6 or less[;] take only [sword]1,
,Judgement@fullhp,Do [sword]<d6>[;] if target has|full health[;] take only [sword]1,Judgement@fullhp,Do [sword]<d6>[;] if target has|full health[;] take only [sword]1,
,Judgement@plants,Do [sword]<quadruple>[;] plants|take only [sword]1 damage,Judgement@plants,Do [sword]<quadruple>[;] plants|take only [sword]1 damage,
,Judgement@hats,Do [sword]<quadruple>[;] hat wearers|take only [sword]1 damage,Judgement@hats,Do [sword]<quadruple>[;] hat wearers|take only [sword]1 damage,
,Judgement@green,Do [sword]<quadruple>[;] green things|take only [sword]1 damage,Judgement@green,Do [sword]<quadruple>[;] green things|take only [sword]1 damage,
,Judgement@swords,Do [sword]<quadruple>[;] sword|holders take only [sword]1,Judgement@swords,Do [sword]<quadruple>[;] sword|holders take only [sword]1,
,Judgement@shields,Do [sword]<quadruple>[;] shield|holders take only [sword]1,Judgement@shields,Do [sword]<quadruple>[;] shield|holders take only [sword]1,
,Judgement@spears,Do [sword]<quadruple>[;] spear|holders take only [sword]1,Judgement@spears,Do [sword]<quadruple>[;] spear|holders take only [sword]1,
,Judgement@animals,Do [sword]<quadruple>[;] animals|take only [sword]1 damage,Judgement@animals,Do [sword]<quadruple>[;] animals|take only [sword]1 damage,
,Judgement@floating,Do [sword]<quadruple>[;] things that|can float take only [sword]1,Judgement@floating,Do [sword]<quadruple>[;] things that|can float take only [sword]1,
,Judgement@eyewear,Do [sword]<quadruple>[;] things with|eyewear take only [sword]1,Judgement@eyewear,Do [sword]<quadruple>[;] things with|eyewear take only [sword]1,
,Judgement@bosses,Do [sword]<quadruple>[;] bosses|take only [sword]1 damage,Judgement@bosses,Do [sword]<quadruple>[;] bosses|take only [sword]1 damage,
,Judgement@level1,Do [sword]<quadruple>[;]  level 1|monsters take only [sword]1,Judgement@level1,Do [sword]<quadruple>[;]  level 1|monsters take only [sword]1,
,Judgement@onfire,Do [sword]<quadruple>[;] firey things|take only [sword]1 damage,Judgement@onfire,Do [sword]<quadruple>[;] firey things|take only [sword]1 damage,
,Judgement@poison,Do [sword]<quadruple>[;] poison|things take only [sword]1,Judgement@poison,Do [sword]<quadruple>[;] poison|things take only [sword]1,
,Judgement@machines,Do [sword]<quadruple>[;] machines|take only [sword]1 damage,Judgement@machines,Do [sword]<quadruple>[;] machines|take only [sword]1 damage,
,Judgement@magic,Do [sword]<quadruple>[;] magic users|take only [sword]1 damage,Judgement@magic,Do [sword]<quadruple>[;] magic users|take only [sword]1 damage,
,Judgement@wings,Do [sword]<quadruple>[;] winged|creatures take only [sword]1,Judgement@wings,Do [sword]<quadruple>[;] winged|creatures take only [sword]1,
,Judgement@dicepeople,Do [sword]<quadruple>[;] dice|people take only [sword]1,Judgement@dicepeople,Do [sword]<quadruple>[;] dice|people take only [sword]1,
,Judgement@limbs,Do [sword]<quadruple>[;] creatures|with more than four limbs|take only [sword]1 damage,Judgement@limbs,Do [sword]<quadruple>[;] creatures|with more than four limbs|take only [sword]1 damage,
,Judgement@lowhp,Do [sword]<quadruple>[;] if target has|[heart]6 or less[;] take only [sword]1,Judgement@lowhp,Do [sword]<quadruple>[;] if target has|[heart]6 or less[;] take only [sword]1,
,Judgement@fullhp,Do [sword]<quadruple>[;] if target has|full health[;] take only [sword]1,Judgement@fullhp,Do [sword]<quadruple>[;] if target has|full health[;] take only [sword]1,
,(generic),Do [sword]2 damage|Silence Enemy,(generic),Do [sword]2 damage|Silence Enemy,
,(generic),Inflict [weaken]2 weaken,(generic),Inflict [weaken]2 weaken,
,(generic),Inflict [weaken]3 weaken,(generic),Inflict [weaken]3 weaken,
,(generic),Inflict [weaken]4 weaken,(generic),Inflict [weaken]4 weaken,
,Electromagnet_deckupgrade,Do [sword]<twicetimesused_plus1> damage|Add +2 each use,Electromagnet_deckupgrade,Do [sword]<twicetimesused_plus1> damage|Add +2 each use,
,Lock 1_upgraded,Unlocks Keyblade+[;]|return the dice,Lock 1_upgraded,Unlocks Keyblade+[;]|return the dice,
,Gemstone Staff?,Do [ice]6 damage|Inflict [ice]1 freeze,Gemstone Staff?,Do [ice]6 damage|Inflict [ice]1 freeze,
,Gemstone Staff?_downgraded,Do [ice]3 damage|Inflict [ice]1 freeze,Gemstone Staff?_downgraded,Do [ice]3 damage|Inflict [ice]1 freeze,
,(generic),Do [weaken]12 damage|[weaken]Weakens enemy,(generic),Do [weaken]12 damage|[weaken]Weakens enemy,
,(generic),Do [weaken]9 damage,(generic),Do [weaken]9 damage,
,Snapdragon,Do [sword]3 damage[;]|on 3[;] gain [mana]2 mana,Snapdragon,Do [sword]3 damage[;]|on 3[;] gain [mana]2 mana,
,(generic),Do [shock]<d6> damage[;]|Inflict [shock]6 shock,(generic),Do [shock]<d6> damage[;]|Inflict [shock]6 shock,
,Cold War,Do [ice]5 damage|Inflict [ice]1 freeze,Cold War,Do [ice]5 damage|Inflict [ice]1 freeze,
,Cold War_upgraded,Do [ice]10 damage|Inflict [ice]2 freeze,Cold War_upgraded,Do [ice]10 damage|Inflict [ice]2 freeze,
,Cold War_downgraded,Do [ice]5 damage,Cold War_downgraded,Do [ice]5 damage,
,(generic),Do [ice]8 damage|Inflict [ice]1 freeze,(generic),Do [ice]8 damage|Inflict [ice]1 freeze,
,Charge!_downgraded,Bash with shield[;] do [shield]<myshield>|damage[;] but lose all shield,Charge!_downgraded,Bash with shield[;] do [shield]<myshield>|damage[;] but lose all shield,
,(special),Self inflict [fire]2 burns|(Always offered as scrap),(special),Self inflict [fire]2 burns|(Always offered as scrap),
,Divine Sword_downgraded,Do [sword]<d6> damage[;] if|enemy hp is full[;] do +[sword]3,Divine Sword_downgraded,Do [sword]<d6> damage[;] if|enemy hp is full[;] do +[sword]3,
,Lantern_upgraded,Get 2x<d6>s next turn,Lantern_upgraded,Get 2x<d6>s next turn,
,Lament,Do [ice]<d6> damage[;]|on 6[;] inflict [ice]1 freeze,Lament,Do [ice]<d6> damage[;]|on 6[;] inflict [ice]1 freeze,
,Lament_upgraded,Do [ice]<d6> damage[;]|on 6[;] inflict [ice]2 freeze,Lament_upgraded,Do [ice]<d6> damage[;]|on 6[;] inflict [ice]2 freeze,
,Action!,Keep a <d6> for next turn|[gray](Reuseable),Action!,Keep a <d6> for next turn|[gray](Reuseable),
,(generic),Do [ice]<d6> damage,(generic),Do [ice]<d6> damage,
,(generic),Inflict [shock]6 shock,(generic),Inflict [shock]6 shock,
,Boomewrong,Do [sword]<d6> to enemy[;]|but [sword]<double> to yourself,Boomewrong,Do [sword]<d6> to enemy[;]|but [sword]<double> to yourself,
,Boomewrong_upgraded,Do [sword]<d6> to enemy[;]|but [sword]6 to yourself,Boomewrong_upgraded,Do [sword]<d6> to enemy[;]|but [sword]6 to yourself,
,Kaleidoscope,Both fighters lose a|dice next turn,Kaleidoscope,Both fighters lose a|dice next turn,
,Hedge Clippers,Do damage equal to|twice the difference,Hedge Clippers,Do damage equal to|twice the difference,
,Hedge Clippers_upgraded,Do damage equal to|triple the difference,Hedge Clippers_upgraded,Do damage equal to|triple the difference,
,Broken Sword,Do [sword]<d6> damage[;]|more if weakened...,Broken Sword,Do [sword]<d6> damage[;]|more if weakened...,
,Broken Sword_upgraded,Do [sword]<d6> damage[;]|even more if weakened...,Broken Sword_upgraded,Do [sword]<d6> damage[;]|even more if weakened...,
,Broken Sword_downgraded,Do [sword]<triple> damage,Broken Sword_downgraded,Do [sword]<triple> damage,
,Broken Sword_weakened,Do [sword]<quadruple> damage,Broken Sword_weakened,Do [sword]<quadruple> damage,
,Bass Drop,Inflict [weaken]1 weaken to|both fighters,Bass Drop,Inflict [weaken]1 weaken to|both fighters,
,Bass Drop_upgraded,Inflict [weaken]2 weaken to|both fighters,Bass Drop_upgraded,Inflict [weaken]2 weaken to|both fighters,
,Bass Drop_downgraded,Inflict [weaken]1 weaken|to yourself,Bass Drop_downgraded,Inflict [weaken]1 weaken|to yourself,
,Chef's Kiss,Do [sword]<d6> damage if|this uses your final dice,Chef's Kiss,Do [sword]<d6> damage if|this uses your final dice,
,Tiny Trebuchet,Throw a random dice,Tiny Trebuchet,Throw a random dice,
,Tiny Trebuchet_upgraded,Throw all remaining|dice at once,Tiny Trebuchet_upgraded,Throw all remaining|dice at once,
,Kitchen Tongs,Flip a dice on its side,Kitchen Tongs,Flip a dice on its side,
,Kitchen Tongs_upgraded,Flip a dice on its side|[gray](Reuseable),Kitchen Tongs_upgraded,Flip a dice on its side|[gray](Reuseable),
,Javelin,Do [sword]10 damage if|your limit is charged,Javelin,Do [sword]10 damage if|your limit is charged,
,Javelin_downgraded,Do [sword]5 damage if|your limit is charged,Javelin_downgraded,Do [sword]5 damage if|your limit is charged,
,Broken Glass,Do [sword]2 damage for|each dice the enemy rolls,Broken Glass,Do [sword]2 damage for|each dice the enemy rolls,
,Broken Glass_downgraded,Do [sword]1 damage for|each dice the enemy rolls,Broken Glass_downgraded,Do [sword]1 damage for|each dice the enemy rolls,
,Allen Key,Combine dice,Allen Key,Combine dice,
,Spooky Noises,Drain 1 health and|haunt [haunted]1 dice,Spooky Noises,Drain 1 health and|haunt [haunted]1 dice,
,Spooky Noises_upgraded,Drain 1 health and|haunt [haunted]2 dice,Spooky Noises_upgraded,Drain 1 health and|haunt [haunted]2 dice,
,Spooky Noises_downgraded,Haunt [haunted]1 dice,Spooky Noises_downgraded,Haunt [haunted]1 dice,
,Rubber Duck,Do absolutely nothing,Rubber Duck,Do absolutely nothing,
,Electric Whip,Do [shock]<d6> damage[;]|shock yourself,Electric Whip,Do [shock]<d6> damage[;]|shock yourself,
,Electric Whip_downgraded,Inflict [shock]1 to yourself,Electric Whip_downgraded,Inflict [shock]1 to yourself,
,Scythe,Do [sword]<d6> damage[;]|on 6[;] curse yourself,Scythe,Do [sword]<d6> damage[;]|on 6[;] curse yourself,
